id_livraison,compagnie,telephone,adresse
599,DHL,0983844448,8914 Killdeer Court
600,UPS,0920634438,022 Stone Corner Trail
601,COLISSIMO,0162159037,28 Oriole Parkway
602,COLISSIMO,0919526282,38 Darwin Park
603,COLISSIMO,0609069985,8902 Armistice Road
604,UPS,0943210350,67886 Prairieview Street
605,UPS,0912663006,086 Mallard Court
606,DHL,0929409839,02 Nancy Terrace
607,COLISSIMO,0907342008,68 Rigney Lane
608,DHL,0806967489,34885 Summerview Pass
609,COLISSIMO,0850950685,68 Hauk Way
610,DHL,0978485370,4 Del Mar Trail
611,UPS,0964785235,567 Coolidge Street
612,UPS,0676053131,80 Shopko Parkway
613,UPS,0865844808,3 Banding Street
614,UPS,0729686336,3290 Westerfield Trail
615,COLISSIMO,0878595176,039 Lukken Pass
616,UPS,0950739214,92 East Point
617,COLISSIMO,0989723819,9 Vidon Hill
618,DHL,0893778716,2131 Cottonwood Center
619,DHL,0101739958,6 Summerview Avenue
620,UPS,0973825814,538 Buhler Avenue
621,COLISSIMO,0603098837,00 Dahle Point
622,UPS,0935571691,6 John Wall Terrace
623,UPS,0190122374,559 Eastwood Center
624,COLISSIMO,0836932742,48 Kipling Center
625,COLISSIMO,0962168155,99259 Comanche Trail
626,DHL,0622310466,42500 Londonderry Alley
627,DHL,0797373056,05502 Paget Crossing
628,UPS,0984710867,3 Maple Wood Road
629,UPS,0958671521,73 Warner Plaza
630,COLISSIMO,0811830647,694 Cottonwood Road
631,COLISSIMO,0144255847,5 Briar Crest Plaza
632,COLISSIMO,0873608440,825 Trailsway Road
633,DHL,0999341569,2552 Grasskamp Court
634,UPS,0134627811,3900 Sugar Crossing
635,COLISSIMO,0879712711,325 Cardinal Pass
636,COLISSIMO,0914438298,32209 Arrowood Street
637,COLISSIMO,0907377222,67 Arapahoe Place
638,DHL,0851067596,06274 Judy Court
639,UPS,0886169067,94 Bowman Parkway
640,DHL,0948288580,59155 Cambridge Pass
641,COLISSIMO,0872410072,3 Kensington Road
642,UPS,0927956837,97 Waubesa Hill
643,UPS,0896239645,397 Lake View Plaza
644,UPS,0179351242,798 Cardinal Pass
645,COLISSIMO,0791435178,2551 Mandrake Parkway
646,COLISSIMO,0965071077,8 Petterle Center
647,COLISSIMO,0878221861,355 Comanche Road
648,COLISSIMO,0920039530,10 Petterle Court
649,UPS,0984569716,131 Pankratz Road
650,COLISSIMO,0898879282,445 Bowman Circle
651,UPS,0804005774,5 Amoth Trail
652,COLISSIMO,0977660750,11 Hayes Drive
653,COLISSIMO,0960749493,30453 Lakeland Terrace
654,COLISSIMO,0913583524,50 Monica Point
655,UPS,0787078162,010 Shasta Terrace
656,DHL,0888586277,81 Hermina Terrace
657,COLISSIMO,0975390085,30 Cordelia Pass
658,UPS,0677783148,8943 Bowman Terrace
659,COLISSIMO,0860158725,0 Clemons Center
660,COLISSIMO,0906405004,6 Cherokee Drive
661,COLISSIMO,0852119287,32850 Shoshone Junction
662,DHL,0970583735,406 Mayer Avenue
663,UPS,0960215573,103 Dexter Parkway
664,UPS,0880473730,8 Rieder Street
665,DHL,0176664238,03 Bellgrove Parkway
666,COLISSIMO,0991938206,35060 Del Sol Street
667,COLISSIMO,0144037098,604 Eagan Plaza
668,DHL,0985297102,67 Fieldstone Lane
669,UPS,0692957264,07063 1st Drive
670,COLISSIMO,0943110487,644 Oriole Road
671,COLISSIMO,0806501078,641 Banding Circle
672,DHL,0991710836,60 Kinsman Crossing
673,DHL,0865577300,39 Longview Pass
674,COLISSIMO,0984098054,591 Waywood Drive
675,COLISSIMO,0117193835,9456 Meadow Vale Alley
676,COLISSIMO,0928002980,42 Tomscot Circle
677,COLISSIMO,0803160430,77810 Lake View Drive
678,UPS,0969549686,00990 Barnett Trail
679,DHL,0816639659,46 Colorado Avenue
680,UPS,0819236258,508 Rockefeller Parkway
681,COLISSIMO,0705026656,73 Eggendart Road
682,COLISSIMO,0759901930,143 Grover Point
683,COLISSIMO,0974196899,6 Sycamore Junction
684,COLISSIMO,0179374803,42225 Meadow Ridge Hill
685,UPS,0813163613,591 Welch Way
686,DHL,0925536767,26643 Meadow Vale Point
687,DHL,0992132237,7734 Farwell Crossing
688,COLISSIMO,0968655899,31094 Oak Trail
689,COLISSIMO,0949837275,25187 Katie Street
690,COLISSIMO,0976489408,636 Birchwood Place
691,COLISSIMO,0884671773,2 Mayfield Avenue
692,UPS,0955756072,8 Cambridge Alley
693,COLISSIMO,0953113036,03 Darwin Circle
694,COLISSIMO,0125379523,36128 Heath Street
695,DHL,0996328061,621 Carpenter Parkway
696,DHL,0992721944,7 Clove Terrace
697,COLISSIMO,0922222396,22 Barby Hill
698,COLISSIMO,0769656920,904 Mesta Center
699,DHL,0730641908,3 Morningstar Lane
700,UPS,0864967293,36928 Southridge Alley
701,DHL,0917803748,21233 East Center
702,DHL,0767187410,5 Tennessee Street
703,UPS,0854688641,426 Pond Center
704,UPS,0918740964,5 Badeau Point
705,COLISSIMO,0940137395,61267 Gateway Court
706,COLISSIMO,0742059591,1 Loomis Circle
707,DHL,0978592814,13692 Rigney Plaza
708,COLISSIMO,0180704292,67214 2nd Court
709,DHL,0696777324,889 Hoepker Terrace
710,DHL,0966585986,6191 La Follette Street
711,COLISSIMO,0887987874,03 Northfield Parkway
712,UPS,0857543648,5 Knutson Lane
713,COLISSIMO,0626734252,9770 Farwell Parkway
714,UPS,0973857117,3 Grover Park
715,UPS,0786324598,09 Crescent Oaks Court
716,UPS,0858946421,79 Green Ridge Center
717,DHL,0144202956,1830 Hanson Point
718,COLISSIMO,0912617299,36 Haas Court
719,DHL,0848542823,81169 East Road
720,COLISSIMO,0841506808,051 Declaration Parkway
721,UPS,0973755741,8 Hayes Alley
722,COLISSIMO,0879004405,13511 Sachtjen Drive
723,DHL,0905944708,5307 Heffernan Park
724,COLISSIMO,0129914803,5 Bowman Terrace
725,DHL,0986897828,4 Pleasure Center
726,DHL,0998880116,2 Daystar Court
727,COLISSIMO,0885438076,68520 Mendota Trail
728,DHL,0881841873,323 Hoard Lane
729,COLISSIMO,0984335997,50 Forest Run Plaza
730,COLISSIMO,0992543714,802 Monica Road
731,COLISSIMO,0743329804,5137 Almo Avenue
732,DHL,0762566129,43 Logan Way
733,UPS,0984219589,4 Eliot Drive
734,DHL,0978176445,7851 Glendale Avenue
735,UPS,0972675312,1824 Lake View Avenue
736,UPS,0960218645,83961 Melvin Park
737,COLISSIMO,0907622455,1415 Dakota Street
738,UPS,0961011931,60 Troy Trail
739,DHL,0972287000,209 Jana Pass
740,DHL,0924811046,124 Glendale Place
741,COLISSIMO,0970256290,1877 Warrior Pass
742,COLISSIMO,0634148176,23 Buena Vista Crossing
743,UPS,0672563814,9942 Duke Alley
744,UPS,0813815367,10 Kennedy Place
745,COLISSIMO,0754279898,26 Pine View Crossing
746,UPS,0834209298,657 Springview Place
747,COLISSIMO,0926506087,8507 Hansons Plaza
748,DHL,0757625783,6579 Scott Trail
749,COLISSIMO,0984213772,4 Bayside Circle
750,COLISSIMO,0933719313,8 Bunting Center
751,COLISSIMO,0139811341,06 Pond Plaza
752,COLISSIMO,0854128791,99 Londonderry Place
753,COLISSIMO,0931538518,4 Delaware Park
754,COLISSIMO,0820074835,5 Commercial Pass
755,UPS,0905992342,7 Old Shore Hill
756,DHL,0669448400,949 Mayer Plaza
757,COLISSIMO,0863273037,6390 Jenna Avenue
758,UPS,0871410088,2414 Golden Leaf Place
759,COLISSIMO,0926901379,44888 Judy Street
760,DHL,0145564468,8 Westerfield Lane
761,UPS,0898744855,4293 Moulton Junction
762,COLISSIMO,0920509946,1 Forest Dale Alley
763,COLISSIMO,0842062221,95 Colorado Road
764,COLISSIMO,0959779112,9568 Onsgard Street
765,COLISSIMO,0618483494,7360 Fallview Road
766,COLISSIMO,0649309707,7220 Cherokee Junction
767,COLISSIMO,0845117627,71800 Banding Street
768,COLISSIMO,0777730744,5041 Dorton Crossing
769,UPS,0807008394,4608 Golf Junction
770,COLISSIMO,0907659808,4838 Ohio Trail
771,DHL,0982042986,6578 Fair Oaks Lane
772,UPS,0963863139,3 Briar Crest Avenue
773,COLISSIMO,0860422104,4 Pawling Road
774,DHL,0890385227,447 Mifflin Way
775,COLISSIMO,0934988300,294 Golf Course Pass
776,UPS,0983232584,72161 Jay Alley
777,DHL,0991946705,57775 Harbort Trail
778,UPS,0917831980,91 Montana Park
779,COLISSIMO,0950595408,4601 Sachs Point
780,DHL,0765171257,4 Larry Park
781,UPS,0941985388,86 Southridge Avenue
782,DHL,0924021913,01 Cambridge Drive
783,DHL,0986327575,95 Sunbrook Terrace
784,COLISSIMO,0937940426,9368 Buena Vista Terrace
785,COLISSIMO,0792996846,702 Farwell Place
786,COLISSIMO,0923250836,6580 Ludington Junction
787,COLISSIMO,0706068327,42312 Calypso Road
788,COLISSIMO,0953898046,3 Delladonna Plaza
789,DHL,0166545752,500 Sheridan Drive
790,UPS,0952921197,4 Namekagon Drive
791,DHL,0930149273,24326 Hayes Park
792,DHL,0997159781,01805 Westport Pass
793,DHL,0932837521,3392 Ridgeway Avenue
794,DHL,0926531457,34 Killdeer Park
795,UPS,0746451255,05580 Debra Park
796,COLISSIMO,0836759337,803 Kropf Drive
797,COLISSIMO,0621894350,186 Garrison Point
798,UPS,0989825721,63 Canary Plaza
799,UPS,0864418942,8083 Knutson Parkway
800,DHL,0605748122,62 Vahlen Point
801,COLISSIMO,0856237961,80 Di Loreto Park
802,DHL,0915223838,8 Waywood Center
803,COLISSIMO,0164631296,7092 Menomonie Circle
804,COLISSIMO,0916451338,3093 Kingsford Hill
805,DHL,0188645108,78 Prairieview Road
806,UPS,0895793229,96711 Doe Crossing Junction
807,COLISSIMO,0750018397,6254 Monument Circle
808,DHL,0942228709,61305 Arkansas Parkway
809,COLISSIMO,0873987343,15 Haas Road
810,UPS,0929549050,96922 Lakeland Terrace
811,COLISSIMO,0763540865,0283 Randy Street
812,UPS,0993844915,74 Sutherland Drive
813,UPS,0877770190,6887 Hansons Avenue
814,COLISSIMO,0734339571,5 Farragut Court
815,COLISSIMO,0994186437,6 Darwin Point
816,UPS,0956850462,60 Dorton Street
817,UPS,0629165335,334 Starling Point
818,COLISSIMO,0951577641,16 Namekagon Park
819,UPS,0997658352,331 Hooker Way
820,COLISSIMO,0189308517,4292 Autumn Leaf Park
821,COLISSIMO,0740203405,79 Summer Ridge Court
822,COLISSIMO,0903760466,757 Mayer Terrace
823,COLISSIMO,0979195721,0238 Moose Way
824,COLISSIMO,0744232763,95 Granby Street
825,COLISSIMO,0957832285,00 Vahlen Trail
826,COLISSIMO,0946152481,28 Declaration Plaza
827,UPS,0871804442,841 Gina Plaza
828,UPS,0934494470,11 Canary Point
829,COLISSIMO,0918375531,634 Bluejay Alley
830,DHL,0907769719,72 Monterey Crossing
831,DHL,0846595991,607 Monument Parkway
832,UPS,0836647222,375 John Wall Court
833,UPS,0933275017,40669 Artisan Alley
834,UPS,0696848985,2 Vernon Crossing
835,COLISSIMO,0988774834,01430 Summit Pass
836,DHL,0849303400,2 Garrison Lane
837,DHL,0879960152,82 Hauk Alley
838,COLISSIMO,0878436526,306 Warbler Pass
839,DHL,0928565291,5529 Maryland Point
840,UPS,0994741019,73 Northridge Lane
841,UPS,0875651642,59113 Buhler Drive
842,UPS,0187818828,404 Autumn Leaf Junction
843,COLISSIMO,0644698587,76 Southridge Junction
844,UPS,0844021237,744 Farmco Center
845,COLISSIMO,0745448438,8627 Forest Run Parkway
846,COLISSIMO,0936073470,1243 Glacier Hill Circle
847,DHL,0957607488,8056 Lyons Park
848,COLISSIMO,0913447159,10 Logan Way
849,COLISSIMO,0995099706,7 Crownhardt Lane
850,COLISSIMO,0904992914,0 Ronald Regan Alley
851,COLISSIMO,0629225938,212 Stoughton Plaza
852,COLISSIMO,0967816444,6 Veith Plaza
853,COLISSIMO,0963533653,13930 Ronald Regan Avenue
854,DHL,0973967613,1 Lighthouse Bay Lane
855,UPS,0143295619,68 Granby Trail
856,COLISSIMO,0978698698,6 Corry Road
857,DHL,0971972620,5 Thierer Center
858,COLISSIMO,0949175274,32 Main Crossing
859,COLISSIMO,0930207264,19884 Kensington Court
860,COLISSIMO,0915141903,0 Mosinee Plaza
861,COLISSIMO,0924029010,5892 Sugar Drive
862,DHL,0933342073,12 Ramsey Circle
863,UPS,0726494831,8546 Melby Plaza
864,COLISSIMO,0775279055,5641 Union Junction
865,COLISSIMO,0903079379,9 Everett Terrace
866,COLISSIMO,0806805353,18077 Fieldstone Pass
867,DHL,0174431004,5 6th Hill
868,UPS,0916372053,78 Merchant Way
869,DHL,0938016999,9642 Blue Bill Park Center
870,COLISSIMO,0913987639,24 Shoshone Road
871,DHL,0818829814,7396 Leroy Parkway
872,DHL,0810475936,55986 Kings Plaza
873,UPS,0810986176,4 Pepper Wood Park
874,DHL,0922464838,5444 Truax Avenue
875,COLISSIMO,0965266853,1504 Texas Street
876,COLISSIMO,0926460968,29522 Donald Alley
877,COLISSIMO,0950870452,78 Kim Place
878,UPS,0805427895,18 Fallview Drive
879,UPS,0959275522,3 Bultman Junction
880,COLISSIMO,0116545472,90 Shoshone Hill
881,UPS,0950661131,7 Oakridge Road
882,UPS,0776569904,43 Sutherland Parkway
883,DHL,0878332357,13 Parkside Drive
884,DHL,0848707851,5 Norway Maple Lane
885,DHL,0889584237,04924 Express Way
886,COLISSIMO,0754044430,363 Hayes Parkway
887,COLISSIMO,0902968191,4 Sugar Hill
888,COLISSIMO,0931788362,7 Manley Terrace
889,DHL,0148435908,545 Park Meadow Hill
890,UPS,0802684006,390 Transport Way
891,COLISSIMO,0973551342,84 Hermina Place
892,COLISSIMO,0803095137,9 Carioca Way
893,COLISSIMO,0169859727,1447 Westerfield Alley
894,COLISSIMO,0727289176,54426 Stoughton Court
895,UPS,0887151970,2 Westend Point
896,DHL,0862481118,5 Lakewood Gardens Hill
897,COLISSIMO,0194069501,24 La Follette Place
898,DHL,0605177436,992 Sunnyside Trail
899,DHL,0800005367,70 Delladonna Road
900,DHL,0836645091,259 Evergreen Place
901,COLISSIMO,0950632019,9 Stephen Parkway
902,DHL,0915518252,68 Vermont Hill
903,DHL,0879991460,23 Macpherson Court
904,UPS,0912174620,42292 Vidon Street
905,COLISSIMO,0928173632,61 Rockefeller Parkway
906,COLISSIMO,0145699540,3 Dakota Hill
907,COLISSIMO,0924098380,13465 Quincy Center
908,DHL,0929990830,9 Rockefeller Trail
909,COLISSIMO,0776948381,145 Homewood Way
910,DHL,0979304800,8 Artisan Junction
911,DHL,0843077197,1174 Memorial Point
912,DHL,0988921125,6 East Hill
913,UPS,0870119000,20 Haas Park
914,COLISSIMO,0767365077,8 Hoffman Circle
915,UPS,0817620234,94 Stuart Court
916,UPS,0727313556,0492 Glendale Terrace
917,COLISSIMO,0933863969,3118 Blue Bill Park Place
918,COLISSIMO,0853587060,1435 Main Street
919,COLISSIMO,0946077152,7 Florence Point
920,COLISSIMO,0970683879,222 Basil Circle
921,UPS,0889997887,3 Talmadge Point
922,COLISSIMO,0989073830,00 Comanche Place
923,COLISSIMO,0768997077,7 Welch Terrace
924,COLISSIMO,0909680991,19102 Pawling Way
925,COLISSIMO,0969614886,72584 Kingsford Way
926,UPS,0995843214,63417 Dennis Street
927,COLISSIMO,0958747264,26351 Lake View Parkway
928,COLISSIMO,0952193445,60642 Village Lane
929,UPS,0832983427,97 Quincy Parkway
930,COLISSIMO,0683059698,0 Arizona Junction
931,COLISSIMO,0906973028,533 Buhler Lane
932,DHL,0953695222,39779 Scott Park
933,UPS,0938627542,048 Oxford Drive
934,COLISSIMO,0953116892,83409 Starling Street
935,COLISSIMO,0794785041,474 Talisman Point
936,DHL,0983118658,88 Londonderry Avenue
937,COLISSIMO,0953832744,6500 Spohn Center
938,COLISSIMO,0956454402,3 Briar Crest Drive
939,COLISSIMO,0892318026,5681 Hermina Way
940,DHL,0874952235,72598 Daystar Circle
941,COLISSIMO,0919526929,159 Sundown Alley
942,COLISSIMO,0916639705,8667 Ryan Parkway
943,COLISSIMO,0739011764,27359 Amoth Pass
944,UPS,0951782980,148 Old Gate Street
945,UPS,0953456389,0 Londonderry Avenue
946,COLISSIMO,0627377970,3549 Nancy Place
947,DHL,0759997517,05070 Westridge Way
948,COLISSIMO,0973250004,563 Mendota Lane
949,COLISSIMO,0129514347,75501 Maywood Street
950,COLISSIMO,0916543266,19 Myrtle Way
951,COLISSIMO,0966148105,38 Prairie Rose Junction
952,COLISSIMO,0972479988,87 Warrior Trail
953,DHL,0963874633,5264 Southridge Drive
954,COLISSIMO,0110157136,543 Browning Junction
955,COLISSIMO,0843931017,495 Oxford Circle
956,DHL,0949072237,071 Rockefeller Center
957,DHL,0862249428,81734 Marquette Park
958,DHL,0897216238,5 Melby Park
959,DHL,0727083139,81 Mendota Terrace
960,COLISSIMO,0803332465,3841 Pine View Court
961,COLISSIMO,0953254548,2 Mosinee Circle
962,UPS,0994822838,2 Hanson Street
963,COLISSIMO,0745743026,7 Hallows Terrace
964,UPS,0793644847,5472 Elgar Park
965,DHL,0894841081,2717 Browning Alley
966,COLISSIMO,0714147297,0 Moulton Court
967,COLISSIMO,0154278796,60 Dovetail Terrace
968,COLISSIMO,0955363130,05430 Hallows Way
969,UPS,0813448154,2 Lawn Junction
970,COLISSIMO,0728208588,66272 Birchwood Lane
971,COLISSIMO,0711758652,53 Straubel Terrace
972,COLISSIMO,0148300920,03596 Farmco Plaza
973,UPS,0838315894,3 Nobel Court
974,DHL,0814117097,2 Jackson Junction
975,COLISSIMO,0802552022,7851 Gulseth Point
976,UPS,0962971876,44 Northport Court
977,UPS,0948466784,13339 Saint Paul Place
978,COLISSIMO,0785672204,7 Roth Street
979,DHL,0689556057,16806 Mariners Cove Drive
980,UPS,0906883577,2 Reindahl Terrace
981,UPS,0924022299,629 Oriole Place
982,DHL,0966988505,95312 Mesta Way
983,UPS,0889354566,1538 Daystar Drive
984,UPS,0942655181,45 Roxbury Plaza
985,COLISSIMO,0975209305,23836 Comanche Park
986,UPS,0928934233,5211 Esker Lane
987,COLISSIMO,0622026617,92 Rusk Circle
988,COLISSIMO,0942252735,06 Holy Cross Drive
989,COLISSIMO,0707197767,9282 Dahle Park
990,COLISSIMO,0950306383,006 Waubesa Street
991,DHL,0618778585,17709 Colorado Road
992,COLISSIMO,0606093668,08848 Reinke Alley
993,UPS,0893254942,33040 South Point
994,UPS,0921249660,38327 Fordem Road
995,COLISSIMO,0964074409,823 Artisan Court
996,COLISSIMO,0723497982,170 Crest Line Circle
997,COLISSIMO,0969654190,4357 Fair Oaks Court
998,UPS,0759789459,068 Hansons Terrace
999,DHL,0967871333,11404 Express Alley
1000,COLISSIMO,0146167237,4 Morningstar Road
