id_avis,id_produit,id_client,id_achat,commentaire,note
332,837,845,875,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",4.4
333,838,848,876,Suspendisse potenti.,3.9
334,843,849,878,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0.9
335,846,851,879,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",2.4
336,850,852,880,Curabitur at ipsum ac tellus semper interdum.,3.4
337,857,853,881,Aenean sit amet justo.,4.3
338,858,854,884,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",1.9
339,860,856,885,Morbi non quam nec dui luctus rutrum. Nulla tellus.,2.5
340,861,857,886,Proin risus. Praesent lectus.,2.1
341,864,858,888,Duis ac nibh.,3.7
342,866,859,889,Nulla tellus.,3.0
343,867,860,891,Nulla ut erat id mauris vulputate elementum. Nullam varius.,0.8
344,869,861,895,Etiam vel augue.,3.6
345,872,862,896,Integer ac neque. Duis bibendum.,0.2
346,875,863,897,In eleifend quam a odio. In hac habitasse platea dictumst.,1.9
347,877,865,899,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",2.0
348,880,866,901,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,2.0
349,883,867,902,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,1.6
350,884,870,908,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,2.1
351,887,871,911,Mauris sit amet eros.,0.5
352,890,873,913,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",4.3
353,892,877,914,Integer tincidunt ante vel ipsum.,4.3
354,895,879,915,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",2.9
355,907,882,920,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2.1
356,913,884,921,Cras pellentesque volutpat dui.,3.8
357,914,886,922,Phasellus in felis. Donec semper sapien a libero.,0.9
358,915,887,930,Integer ac neque. Duis bibendum.,1.1
359,916,890,932,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,1.4
360,921,891,934,Nulla ut erat id mauris vulputate elementum. Nullam varius.,2.3
361,923,892,937,Aliquam non mauris.,0.3
362,926,894,940,Donec posuere metus vitae ipsum.,0.6
363,927,895,943,Donec semper sapien a libero.,4.5
364,930,901,946,Nullam varius.,2.5
365,933,905,949,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,1.6
366,937,906,950,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",0.7
367,938,909,951,Curabitur convallis.,2.9
368,942,911,953,Cras non velit nec nisi vulputate nonummy.,4.2
369,944,914,955,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",4.0
370,950,915,956,Phasellus sit amet erat.,0.1
371,954,918,957,Morbi vel lectus in quam fringilla rhoncus.,2.0
372,955,919,958,Sed sagittis.,1.2
373,959,922,960,Proin eu mi. Nulla ac enim.,4.7
374,963,925,962,Vestibulum ac est lacinia nisi venenatis tristique.,2.1
375,965,928,963,Duis at velit eu est congue elementum.,2.1
376,967,931,973,Morbi a ipsum. Integer a nibh.,4.9
377,969,932,976,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",3.6
378,971,933,982,Aliquam non mauris.,1.8
379,972,935,984,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",3.7
380,976,941,988,Pellentesque eget nunc.,4.3
381,978,942,994,Donec ut mauris eget massa tempor convallis.,3.1
382,980,945,995,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",4.2
383,981,948,6,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2.1
384,984,951,7,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1.9
385,985,953,9,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",1.3
386,988,955,10,Nulla ac enim.,2.3
387,990,956,11,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",1.2
388,991,960,13,Praesent lectus.,0.4
389,996,963,17,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2.6
390,997,964,19,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,0.7
391,998,971,20,Cras in purus eu magna vulputate luctus.,2.5
392,1,972,23,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",2.3
393,2,973,24,In blandit ultrices enim.,3.4
394,5,979,26,In hac habitasse platea dictumst.,5.0
395,10,980,29,Nulla tellus.,0.2
396,14,982,30,Morbi a ipsum. Integer a nibh.,2.9
397,21,986,31,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,2.0
398,26,989,33,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",0.5
399,27,993,34,Ut at dolor quis odio consequat varius.,2.3
400,30,6,35,Morbi vel lectus in quam fringilla rhoncus.,3.7
401,32,11,41,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",0.2
402,33,12,42,Phasellus in felis. Donec semper sapien a libero.,0.8
403,35,13,43,Vivamus vel nulla eget eros elementum pellentesque.,2.0
404,38,15,45,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,5.0
405,39,19,50,Phasellus in felis.,3.3
406,41,21,54,Ut tellus.,4.6
407,43,22,61,Praesent blandit.,1.0
408,48,23,71,Sed sagittis.,4.2
409,56,30,73,In hac habitasse platea dictumst.,3.7
410,62,31,76,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",3.7
411,63,37,84,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,4.8
412,67,41,85,Nam dui.,2.8
413,70,42,88,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",4.2
414,73,46,96,Integer ac leo. Pellentesque ultrices mattis odio.,1.3
415,74,50,98,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,1.8
416,80,52,101,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,2.9
417,83,54,107,Duis at velit eu est congue elementum.,3.5
418,91,55,113,Fusce consequat.,4.0
419,92,64,120,Aliquam erat volutpat. In congue.,4.6
420,93,65,121,Integer ac leo.,1.8
421,94,68,122,Donec ut dolor.,3.9
422,99,70,123,Nulla ut erat id mauris vulputate elementum.,1.5
423,102,72,126,In quis justo.,4.9
424,104,73,127,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",3.3
425,105,78,131,Nulla mollis molestie lorem. Quisque ut erat.,4.8
426,107,83,137,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",3.7
427,112,85,140,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,1.5
428,114,87,142,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",5.0
429,116,91,143,Vivamus vestibulum sagittis sapien.,2.7
430,118,92,147,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",4.6
431,123,93,149,Integer a nibh. In quis justo.,3.1
432,126,94,152,In eleifend quam a odio. In hac habitasse platea dictumst.,2.4
433,130,95,154,In eleifend quam a odio.,2.6
434,131,99,155,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,0.5
435,132,100,157,Etiam faucibus cursus urna.,1.5
436,134,108,159,Nunc rhoncus dui vel sem.,0.3
437,135,112,161,Duis mattis egestas metus.,3.6
438,138,113,162,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",0.4
439,139,120,163,Ut tellus.,4.5
440,140,124,166,Ut tellus. Nulla ut erat id mauris vulputate elementum.,3.7
441,141,127,168,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,0.1
442,143,128,169,Duis aliquam convallis nunc.,1.8
443,146,129,173,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2.2
444,147,132,177,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",4.4
445,150,133,179,Maecenas pulvinar lobortis est.,1.7
446,152,135,180,Vivamus tortor.,1.0
447,157,136,189,In congue. Etiam justo.,3.4
448,158,138,190,Pellentesque at nulla. Suspendisse potenti.,4.2
449,161,142,191,Praesent blandit.,1.4
450,167,143,194,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",4.7
451,175,144,195,In quis justo. Maecenas rhoncus aliquam lacus.,3.8
452,177,147,196,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,2.9
453,178,148,199,Mauris sit amet eros.,0.8
454,179,150,202,Mauris ullamcorper purus sit amet nulla.,1.4
455,180,151,203,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",3.9
456,181,153,204,Ut tellus.,2.3
457,182,155,205,Proin at turpis a pede posuere nonummy. Integer non velit.,1.8
458,185,156,209,In eleifend quam a odio.,4.6
459,186,159,210,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",1.0
460,191,165,211,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2.2
461,193,166,215,Suspendisse accumsan tortor quis turpis. Sed ante.,0.2
462,195,167,220,Praesent blandit lacinia erat.,4.1
463,204,169,222,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",0.7
464,205,172,230,Nullam molestie nibh in lectus. Pellentesque at nulla.,0.6
465,210,173,231,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1.5
466,212,176,232,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",4.8
467,214,180,233,Praesent blandit lacinia erat.,3.4
468,216,182,236,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",2.2
469,218,183,238,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,3.0
470,219,184,239,Etiam faucibus cursus urna.,3.7
471,220,185,240,Ut tellus.,3.9
472,222,187,244,Cras in purus eu magna vulputate luctus.,5.0
473,223,189,246,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,0.0
474,224,191,248,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2.7
475,231,192,250,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,2.0
476,235,201,256,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",0.4
477,236,204,257,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",3.9
478,238,206,261,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",0.9
479,249,209,270,Suspendisse potenti.,3.9
480,251,213,274,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",0.5
481,257,226,276,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,4.7
482,258,235,277,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2.8
483,259,236,280,Duis bibendum.,3.0
484,260,239,284,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",0.3
485,261,241,285,Ut at dolor quis odio consequat varius. Integer ac leo.,0.6
486,267,242,288,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,1.5
487,270,251,289,Integer ac leo.,0.2
488,272,254,290,Sed ante. Vivamus tortor.,4.9
489,273,257,293,Pellentesque at nulla.,0.6
490,274,258,296,Cras non velit nec nisi vulputate nonummy.,4.4
491,278,259,298,Nunc purus. Phasellus in felis.,2.5
492,282,260,300,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,4.5
493,283,261,303,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",0.0
494,285,262,305,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",3.8
495,286,263,306,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,4.4
496,292,264,309,In eleifend quam a odio.,0.2
497,294,268,314,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",3.5
498,295,273,317,Proin at turpis a pede posuere nonummy. Integer non velit.,1.3
499,298,274,320,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0.9
500,299,275,326,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",1.9
501,300,276,327,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,1.9
502,302,277,332,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",1.7
503,303,279,337,Suspendisse ornare consequat lectus.,0.2
504,304,280,338,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",1.1
505,306,284,341,In hac habitasse platea dictumst.,0.9
506,307,286,344,Ut tellus.,4.7
507,308,289,345,Quisque id justo sit amet sapien dignissim vestibulum.,2.9
508,312,293,354,Duis aliquam convallis nunc.,1.1
509,314,298,355,Curabitur at ipsum ac tellus semper interdum.,4.3
510,317,304,356,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",1.8
511,318,305,357,Mauris lacinia sapien quis libero.,4.2
512,323,306,361,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1.4
513,327,307,362,In eleifend quam a odio. In hac habitasse platea dictumst.,0.3
514,330,309,364,In hac habitasse platea dictumst.,3.1
515,331,310,365,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2.0
516,332,311,368,Cras in purus eu magna vulputate luctus.,3.0
517,337,312,369,Donec posuere metus vitae ipsum. Aliquam non mauris.,1.1
518,338,314,372,Proin at turpis a pede posuere nonummy.,0.5
519,343,315,375,Fusce consequat. Nulla nisl.,3.0
520,346,316,378,Vivamus in felis eu sapien cursus vestibulum.,4.3
521,352,319,379,Vestibulum sed magna at nunc commodo placerat.,0.7
522,356,324,380,Mauris sit amet eros.,3.0
523,359,326,383,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",4.6
524,360,328,385,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",2.7
525,361,330,388,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,3.8
526,364,332,389,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",1.4
527,365,335,390,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",4.0
528,366,336,392,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1.0
529,368,337,393,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",3.0
530,370,338,395,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",4.6
531,376,339,396,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",4.5
532,379,343,399,Morbi a ipsum. Integer a nibh.,4.8
533,384,345,401,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",4.8
534,386,346,403,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",3.2
535,387,347,407,Integer ac leo. Pellentesque ultrices mattis odio.,4.5
536,389,349,408,Morbi ut odio.,2.4
537,393,350,409,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,3.3
538,394,351,410,Pellentesque ultrices mattis odio. Donec vitae nisi.,2.9
539,396,354,412,Integer a nibh.,0.2
540,397,355,416,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",3.7
541,399,356,418,Sed accumsan felis.,2.9
542,404,358,419,Nulla tellus.,4.5
543,405,360,421,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,0.7
544,406,361,422,Praesent blandit lacinia erat.,3.3
545,407,362,425,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,2.6
546,413,365,428,In hac habitasse platea dictumst.,5.0
547,414,368,431,Nulla ut erat id mauris vulputate elementum.,3.0
548,416,371,432,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",0.3
549,417,374,441,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",0.7
550,419,380,443,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,3.5
551,420,382,444,Donec dapibus.,2.4
552,424,384,445,Phasellus sit amet erat.,0.5
553,429,385,452,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,2.0
554,433,388,454,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,3.9
555,435,389,455,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,2.1
556,436,390,456,Nulla tellus. In sagittis dui vel nisl.,4.3
557,439,393,458,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",4.2
558,442,397,459,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",2.3
559,443,398,463,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",2.2
560,444,400,466,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",4.1
561,447,401,467,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",3.1
562,448,402,468,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,1.9
563,453,406,469,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",3.2
564,455,408,473,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",3.6
565,460,409,475,Proin risus.,1.6
566,461,413,477,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2.6
567,462,415,481,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,1.5
568,463,416,486,Ut tellus.,1.3
569,464,418,492,Morbi non quam nec dui luctus rutrum.,1.1
570,465,420,494,Nulla tellus.,2.3
571,466,423,496,Cras pellentesque volutpat dui.,1.9
572,467,425,500,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",4.0
573,469,426,501,Quisque ut erat.,0.4
574,470,428,502,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1.1
575,472,433,504,Morbi quis tortor id nulla ultrices aliquet.,4.2
576,478,434,505,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",1.6
577,481,442,509,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",4.9
578,483,445,512,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,4.1
579,484,448,519,Mauris sit amet eros.,0.6
580,486,451,520,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",4.8
581,491,455,523,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",1.7
582,492,456,526,Praesent lectus.,3.4
583,493,460,527,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",0.4
584,496,465,528,Nunc rhoncus dui vel sem. Sed sagittis.,1.8
585,498,467,538,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",3.3
586,501,468,540,Aliquam erat volutpat. In congue.,3.4
587,502,469,541,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",2.2
588,506,470,543,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",4.8
589,515,473,545,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,0.8
590,518,474,547,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",2.8
591,520,475,551,Vivamus tortor.,3.2
592,521,476,554,Vivamus in felis eu sapien cursus vestibulum.,2.4
593,523,477,557,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",4.7
594,524,478,558,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,3.4
595,525,482,560,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,4.2
596,526,485,565,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,4.8
597,528,488,567,Etiam pretium iaculis justo.,1.1
598,529,491,569,Vivamus vestibulum sagittis sapien.,1.4
599,530,492,570,Integer ac neque. Duis bibendum.,2.0
600,531,493,574,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",3.6
601,534,494,579,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",0.7
602,537,495,580,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",2.9
603,541,496,582,Nulla nisl.,4.6
604,542,498,583,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",2.5
605,544,503,584,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,2.6
606,551,504,589,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",2.3
607,552,505,592,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,5.0
608,554,506,598,Vestibulum sed magna at nunc commodo placerat.,3.1
609,560,509,599,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,3.1
610,561,512,603,Maecenas ut massa quis augue luctus tincidunt.,2.1
611,562,514,605,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1.8
612,567,518,608,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2.6
613,568,519,610,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,0.1
614,569,521,612,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",3.7
615,571,523,613,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",4.4
616,575,526,614,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",1.8
617,578,527,615,Vestibulum ac est lacinia nisi venenatis tristique.,1.7
618,579,531,617,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,2.8
619,580,533,619,Sed ante.,4.6
620,582,534,620,Morbi non quam nec dui luctus rutrum.,2.3
621,583,535,624,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,1.5
622,584,536,625,Nullam molestie nibh in lectus. Pellentesque at nulla.,3.1
623,585,537,628,Morbi ut odio.,0.8
624,590,541,632,In blandit ultrices enim.,0.2
625,593,545,633,Donec vitae nisi.,3.0
626,594,550,634,Suspendisse potenti. In eleifend quam a odio.,1.5
627,596,551,635,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,1.3
628,603,554,637,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1.0
629,606,556,638,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",3.3
630,608,559,640,Donec ut mauris eget massa tempor convallis.,0.5
631,609,560,649,Maecenas tincidunt lacus at velit.,3.1
632,611,562,650,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",4.8
633,613,563,653,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",3.8
634,614,565,657,Ut at dolor quis odio consequat varius.,1.2
635,622,570,659,Quisque id justo sit amet sapien dignissim vestibulum.,4.6
636,623,571,661,Quisque id justo sit amet sapien dignissim vestibulum.,0.3
637,630,573,663,Pellentesque at nulla. Suspendisse potenti.,4.4
638,633,574,664,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1.8
639,634,575,670,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,3.9
640,640,576,675,Morbi quis tortor id nulla ultrices aliquet.,1.8
641,641,578,676,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1.2
642,643,581,677,Maecenas pulvinar lobortis est.,4.8
643,646,584,680,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2.2
644,649,585,683,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,4.5
645,652,588,690,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",1.8
646,653,590,693,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,0.7
